,train_loss,val_loss,train_psnr,val_psnr
0,57.57634926729424,77.68322822782729,-24.020367885195945,-18.0732068899146
1,7.968382813209711,48.52991188897027,-17.829843268470924,-16.24766829261337
2,4.817833345989849,31.73929942978753,-15.760540067274745,-14.617386343971061
3,3.6255061216132587,24.700753529866535,-14.563349688641543,-13.587445896103226
4,2.8667338615240054,20.52930826610989,-13.562607533751804,-12.81467131534107
5,2.4892539445744006,18.082933982213337,-12.936172749769103,-12.289334356474521
6,2.206804444069086,16.107563508881462,-12.424418799139696,-11.809239063073344
7,2.205639604080555,16.256181862619187,-12.383821415936664,-11.856911861522837
8,1.9567833612131518,14.938963108592564,-11.910421572018333,-11.5036069634083
9,1.8761632741883745,14.237767259279886,-11.714117703653331,-11.309046204160857
10,1.8228998849558276,14.94687188996209,-11.591637616393166,-11.49771089120318
11,1.9221773768580237,13.856629437870449,-11.805385457471656,-11.193087724023737
12,1.8234133165936137,13.966274857521057,-11.585364673651714,-11.22406647182431
13,1.7877598385478175,14.366135464774239,-11.52120676973367,-11.343476344612794
14,1.733262878240541,13.170036541091072,-11.377569851169005,-10.984225075811166
15,1.953483852120333,16.643182781007553,-11.811823543693125,-11.949369479014495
16,2.173987650316815,16.35036916202969,-12.33009581208032,-11.849968114863657
17,1.8734141017115393,13.283232225312126,-11.693781062618653,-11.0151617438869
18,1.7264882686526277,13.273263004091051,-11.353380700141027,-11.008673280811708
19,1.6472277840902638,12.670296523306105,-11.16073434974375,-10.822993706736549
20,1.7746580744898597,12.76473561922709,-11.477345781247108,-10.858093666723668
21,1.6285532441250115,12.87815229098002,-11.108135568828766,-10.883778164454963
22,1.608803824491279,12.314728962050545,-11.05705416784126,-10.702309210769581
23,1.5715587482895963,12.153125762939453,-10.959985020333269,-10.64289434998945
24,2.383487985300463,15.038266923692492,-12.60410186100102,-11.538691744361843
25,1.8101971426675485,13.56601227654351,-11.561795411592824,-11.115035199536196
26,1.6743640810944314,12.720328211784363,-11.238097006146917,-10.838020954960697
27,2.2432940416557843,17.6293236679501,-12.426016431148344,-12.193162768670142
28,2.0185038455696995,14.610613213645088,-12.005716485071833,-11.417230906226797
29,1.7055253450260606,12.63768818643358,-11.306177856200096,-10.80709523101044
30,1.5863048065540402,12.13962217171987,-10.999592893877251,-10.64355481229167
31,1.5544344347576762,12.198496182759603,-10.910258024289249,-10.665007380737249
32,2.0290951662285384,15.088766826523674,-11.936344006301551,-11.547812535612936
33,1.699765906223031,12.646011100875008,-11.286409660953147,-10.811908048146016
34,1.5962686050769894,12.407369600401985,-11.028975754567613,-10.730403287627595
35,1.5605633225551871,12.069043358167013,-10.928989912203981,-10.616018516771334
36,1.5419528251470522,11.987753219074673,-10.882597041974513,-10.58797057733164
37,1.5342714664547943,11.875040200021532,-10.851538662092231,-10.54811980709956
38,1.5202187116755996,11.808781888749865,-10.8129217713518,-10.524618001746491
39,1.5120718268461006,11.7143521838718,-10.781379111668222,-10.491232339738996
40,1.4950912697370662,11.71400445037418,-10.747595852384677,-10.48979269916097
41,1.485467232105344,11.538308501243591,-10.717333856117794,-10.42765443124481
42,1.4705082826836164,11.409588628345066,-10.663823485562958,-10.37748258573209
43,1.4590216082195904,11.273756623268127,-10.635549537017878,-10.330276201311184
44,1.5379631574763808,12.096596188015408,-10.854177968901705,-10.617791367999473
45,1.7547090619109398,12.500107871161568,-11.412938234599912,-10.75398233352105
46,1.8406534860300463,15.475158996052212,-11.601493133616604,-11.64278100283528
47,1.6280929343644963,11.596148159768846,-11.080871016975667,-10.447640638777635
48,1.465636373120685,11.357131136788261,-10.655375830342065,-10.36189475700508
49,1.4395496723263763,11.15821142991384,-10.57627420230939,-10.283522959686934
50,1.4354263261307119,11.094661778873867,-10.55791761639814,-10.262968835587058
51,1.4212766691695813,11.048634847005209,-10.525063468703676,-10.24690707222624
52,1.4761141400004543,10.953250103526646,-10.68580228816463,-10.208828057331374
53,1.524312338718148,11.079865190717909,-10.81835558421976,-10.257659357217065
54,1.4520532874173897,10.890296485688951,-10.613615434926068,-10.183518336759537
55,1.5532139667244844,12.791823916965061,-10.870272389080926,-10.85226973634041
56,1.4726611603138058,11.043714880943298,-10.671915434046518,-10.243343375222752
57,1.3901220410369164,10.804080684979757,-10.422092237476305,-10.148234985416225
58,1.3859428228333939,10.71560831864675,-10.414996922770705,-10.114398639137256
59,1.3709372764409975,11.165311495463053,-10.366067662248085,-10.279098501666681
60,1.4756298641825831,11.302372137705484,-10.675065783526566,-10.33927442029694
61,1.6582974056864894,12.734546767340767,-11.164384611942117,-10.828918790527048
62,1.5814510256745093,12.228057358000013,-10.96706985087333,-10.66495994593546
63,1.5549003955929779,11.221016883850098,-10.900060521759345,-10.310474696918952
64,1.4351250182750612,11.287503295474583,-10.560547910431149,-10.333549011715686
65,1.3754266783248545,10.657519658406576,-10.371430940280767,-10.091805653899907
66,1.3515760377395984,10.571809583240086,-10.302639241163744,-10.05937697547861
67,1.3510625794876454,11.578455249468485,-10.299194199230888,-10.433592051255335
68,1.4928281739700673,11.349272039201525,-10.71762570502458,-10.354236624333105
69,1.5432920145434001,12.407924718326992,-10.868496508018769,-10.712664232251575
70,1.5676064602164335,11.242531140645346,-10.906218089269002,-10.313431092095218
71,1.4217733072680097,10.538814041349623,-10.518914266922124,-10.043281264811164
72,1.3621991312781045,10.510596434275309,-10.340431485301329,-10.033833331579482
73,1.3291388666907022,10.342383530404833,-10.23524701650374,-9.96432559267596
74,1.3250840031823448,10.725388235516018,-10.222236529268795,-10.109313455959027
75,1.3541235990302507,10.795757518874275,-10.311993118540043,-10.143198343115825
76,1.3138506734093955,10.334956420792473,-10.180894931760374,-9.957005865463039
77,1.2996214933173602,10.473292297787136,-10.137129347283382,-10.017227342930644
78,1.303618120592694,10.900267269876268,-10.14845303522763,-10.17280306038372
79,1.3381288040515988,10.15330990155538,-10.253075455293388,-9.885415101663419
